filename,top,Text
a36,475,"A preliminary version of this article appeared in Proceedings of the 37th Annual ACM Symposium onTheory of Computing (May). ACM, New York, 2005, pp. 218–224.Part of the work of R. Ostrovsky was done while he was at the Institute for Pure and Applied Mathe-matics (IPAM).R. Ostrovsky was supported in part by IBM Faculty Award, Xerox Innovation Group Award, NSFCybertrust grant no. 0430254, U. C. MICRO grant, a gift from Teradata, OKAWA research award,and B. John Garrick Foundation.Part of the work of Y. Rabani was done while he was visiting the Institute for Pure and AppliedMathematics (IPAM) at UCLA.Y. Rabani was Supported in part by Israel Science Foundation grant number 52/03 and by the UnitedStates—Israel Binational Science Foundation grant number 02-00282.Authors’ Addresses: R. Ostrovsky, Computer Science Department and Department of Mathemat-ics, University of California at Los Angeles, Los Angeles, CA 90095, e-mail: rafail@cs.ucla.edu;Y. Rabani, Computer Science Department, Technion—Israel Institute of Technology, Haifa 32000,Israel, e-mail: rabani@cs.technion.ac.ilPermission to make digital or hard copies of part or all of this work for personal or classroom use isgranted without fee provided that copies are not made or distributed for proﬁt or direct commercialadvantage and that copies show this notice on the ﬁrst page or initial screen of a display along with thefull citation. Copyrights for components of this work owned by others than ACM must be honored.Abstracting with credit is permitted. To copy otherwise, to republish, to post on servers, to redistributeto lists, or to use any component of this work in other works requires prior speciﬁc permission and/ora fee. Permissions may be requested from Publications Dept., ACM, Inc., 2 Penn Plaza, Suite 701, New York, NY 10121-0701 USA, fax + 1 (212) 869-0481, or permissions@acm.org. 2007 ACM 0004-5411/2007/10-ART23 $5.00 DOI 10.1145/1284320.1284322 http://doi.acm.org/10.1145/1284320.1284322"
a37,153,", Shenzhen University , Hong Kong University of Science and Technology , Shenzhen University , Hong Kong University of Science and Technology , Shenzhen University"
a37,905,ACM Reference Format:
a38,153,", Columbia University"
a38,905,ACM Reference Format:
a42,193,G ´ABOR TARDOS
a44,551,(cid:2)
a45,193,32
a5,478,"ACM Reference format: Jing Lu, Doyen Sahoo, Peilin Zhao, and Steven C. H. Hoi. 2018. Sparse Passive-Aggressive Learning forBounded Online Kernel Methods. ACM Trans. Intell. Syst. Technol. 9, 4, Article 45 (January 2018), 27 pages. https://doi.org/10.1145/3156684"
a50,477,CCS Concepts: • Computing methodologies → Transfer learning ; • Information systems → Cluster-ing and classification ; • Computer systems organization → Neural networks ;
